Date	Price	Open	High	Low	Change %
29-Aug-17	"4,587.10"	"4,385.10"	"4,644.20"	"4,336.70"	4.64
28-Aug-17	"4,383.80"	"4,330.70"	"4,395.20"	"4,175.70"	1.2
27-Aug-17	"4,331.80"	"4,340.20"	"4,405.70"	"4,305.00"	-0.23
26-Aug-17	"4,341.70"	"4,351.50"	"4,364.00"	"4,243.60"	-0.23
25-Aug-17	"4,351.50"	"4,324.10"	"4,461.20"	"4,277.40"	0.61
24-Aug-17	"4,325.20"	"4,135.00"	"4,370.80"	"4,093.00"	4.75
23-Aug-17	"4,129.10"	"4,086.90"	"4,248.60"	"4,055.90"	1.35
22-Aug-17	"4,074.00"	"3,998.90"	"4,140.00"	"3,600.00"	1.79
21-Aug-17	"4,002.50"	"4,066.30"	"4,093.50"	"3,956.40"	-1.52
20-Aug-17	"4,064.30"	"4,145.00"	"4,192.00"	"4,040.90"	-1.95
19-Aug-17	"4,145.10"	"4,088.20"	"4,184.10"	"3,920.00"	1.34
18-Aug-17	"4,090.20"	"4,269.70"	"4,359.00"	"3,957.00"	-3.99
17-Aug-17	"4,260.00"	"4,386.40"	"4,489.10"	"4,178.10"	-2.88
16-Aug-17	"4,386.30"	"4,160.00"	"4,403.60"	"3,928.10"	5.65
15-Aug-17	"4,151.90"	"4,321.00"	"4,430.00"	"3,841.90"	-3.88
14-Aug-17	"4,319.50"	"4,061.60"	"4,330.30"	"3,969.30"	6.57
13-Aug-17	"4,053.30"	"3,866.20"	"4,183.70"	"3,836.10"	4.86
12-Aug-17	"3,865.50"	"3,643.40"	"3,965.40"	"3,590.00"	6.08
11-Aug-17	"3,644.10"	"3,404.70"	"3,690.60"	"3,380.00"	6.93
10-Aug-17	"3,407.90"	"3,340.20"	"3,444.40"	"3,310.00"	2.04
9-Aug-17	"3,339.90"	"3,415.00"	"3,424.40"	"3,236.80"	-2.2
8-Aug-17	"3,415.00"	"3,395.00"	"3,482.90"	"3,343.80"	0.54
7-Aug-17	"3,396.70"	"3,232.50"	"3,440.00"	"3,190.00"	5.23
6-Aug-17	"3,227.90"	"3,255.00"	"3,309.80"	"3,156.00"	-0.88
5-Aug-17	"3,256.40"	"2,860.00"	"3,331.90"	"2,855.00"	13.86
4-Aug-17	"2,860.00"	"2,790.30"	"2,874.80"	"2,762.60"	2.5
3-Aug-17	"2,790.30"	"2,702.00"	"2,813.00"	"2,698.00"	3.27
2-Aug-17	"2,702.00"	"2,733.80"	"2,757.80"	"2,640.00"	-1.07
1-Aug-17	"2,731.20"	"2,854.30"	"2,901.60"	"2,615.80"	-4.37
31-Jul-17	"2,856.00"	"2,748.90"	"2,883.50"	"2,694.80"	3.89
30-Jul-17	"2,749.00"	"2,713.70"	"2,756.20"	"2,595.00"	1.29
29-Jul-17	"2,714.10"	"2,784.80"	"2,794.20"	"2,662.60"	-2.54
28-Jul-17	"2,784.80"	"2,664.60"	"2,819.90"	"2,655.50"	4.5
27-Jul-17	"2,664.90"	"2,527.74"	"2,682.20"	"2,511.00"	5.51
26-Jul-17	"2,525.70"	"2,560.90"	"2,612.00"	"2,404.60"	-1.37
25-Jul-17	"2,560.90"	"2,769.70"	"2,790.10"	"2,435.70"	-7.54
24-Jul-17	"2,769.70"	"2,750.10"	"2,812.00"	"2,707.30"	0.81
23-Jul-17	"2,747.50"	"2,845.70"	"2,875.70"	"2,656.20"	-3.45
22-Jul-17	"2,845.70"	"2,659.00"	"2,912.90"	"2,642.80"	6.82
21-Jul-17	"2,664.00"	"2,874.50"	"2,874.50"	"2,615.00"	-6.73
20-Jul-17	"2,856.30"	"2,253.30"	"2,919.90"	"2,253.30"	26.77
19-Jul-17	"2,253.10"	"2,302.20"	"2,399.90"	"2,214.20"	-2.13
18-Jul-17	"2,302.10"	"2,220.00"	"2,380.20"	"2,139.80"	3.74
17-Jul-17	"2,219.00"	"1,925.00"	"2,223.30"	"1,924.10"	15.28
16-Jul-17	"1,924.90"	"1,979.70"	"2,048.80"	"1,835.80"	-2.71
15-Jul-17	"1,978.60"	"2,206.50"	"2,210.10"	"1,975.70"	-10.27
14-Jul-17	"2,205.10"	"2,329.40"	"2,345.60"	"2,138.00"	-5.32
13-Jul-17	"2,329.00"	"2,375.60"	"2,400.00"	"2,293.80"	-1.91
12-Jul-17	"2,374.40"	"2,285.60"	"2,394.00"	"2,195.80"	4.04
11-Jul-17	"2,282.10"	"2,318.30"	"2,372.80"	"2,183.30"	-1.56
10-Jul-17	"2,318.30"	"2,477.90"	"2,498.10"	"2,240.00"	-6.44
9-Jul-17	"2,478.00"	"2,542.00"	"2,555.60"	"2,473.70"	-2.52
8-Jul-17	"2,542.00"	"2,479.30"	"2,542.60"	"2,436.80"	2.53
7-Jul-17	"2,479.30"	"2,593.20"	"2,598.00"	"2,447.00"	-4.39
6-Jul-17	"2,593.10"	"2,598.60"	"2,603.30"	"2,546.00"	-0.21
5-Jul-17	"2,598.50"	"2,579.90"	"2,617.60"	"2,482.50"	0.62
4-Jul-17	"2,582.60"	"2,525.90"	"2,628.00"	"2,512.40"	2.32
3-Jul-17	"2,524.00"	"2,445.10"	"2,584.00"	"2,416.20"	3.23
2-Jul-17	"2,445.00"	"2,346.20"	"2,470.00"	"2,302.00"	4.06
1-Jul-17	"2,349.50"	"2,420.60"	"2,440.90"	"2,291.00"	-2.94
30-Jun-17	"2,420.70"	"2,472.40"	"2,511.10"	"2,406.60"	-2
29-Jun-17	"2,470.10"	"2,518.20"	"2,537.00"	"2,424.10"	-1.91
28-Jun-17	"2,518.20"	"2,521.30"	"2,561.10"	"2,403.20"	-0.12
27-Jun-17	"2,521.20"	"2,393.50"	"2,524.00"	"2,208.10"	5.29
26-Jun-17	"2,394.60"	"2,480.00"	"2,510.40"	"2,258.70"	-3.35
25-Jun-17	"2,477.70"	"2,502.60"	"2,595.00"	"2,369.10"	-0.99
24-Jun-17	"2,502.60"	"2,674.90"	"2,700.00"	"2,454.10"	-6.44
23-Jun-17	"2,674.90"	"2,672.80"	"2,725.30"	"2,652.80"	0.08
22-Jun-17	"2,672.80"	"2,624.40"	"2,709.00"	"2,554.80"	1.97
21-Jun-17	"2,621.20"	"2,715.30"	"2,760.00"	"2,573.30"	-3.36
20-Jun-17	"2,712.20"	"2,585.00"	"2,779.60"	"2,568.20"	5.09
19-Jun-17	"2,580.80"	"2,494.90"	"2,592.70"	"2,481.40"	3.58
18-Jun-17	"2,491.50"	"2,610.10"	"2,635.00"	"2,421.00"	-4.54
17-Jun-17	"2,610.00"	"2,435.50"	"2,636.90"	"2,368.70"	7.1
16-Jun-17	"2,437.00"	"2,377.50"	"2,480.00"	"2,261.20"	2.51
15-Jun-17	"2,377.40"	"2,394.30"	"2,455.00"	"2,050.00"	-0.74
14-Jun-17	"2,395.04"	"2,677.10"	"2,720.00"	"2,284.40"	-10.51
13-Jun-17	"2,676.40"	"2,570.00"	"2,730.00"	"2,532.60"	4.07
12-Jun-17	"2,571.80"	"2,941.80"	"2,961.90"	"2,298.23"	-12.41
11-Jun-17	"2,936.30"	"2,806.00"	"3,000.00"	"2,793.80"	4.64
10-Jun-17	"2,806.00"	"2,809.90"	"2,890.50"	"2,750.80"	-0.11
9-Jun-17	"2,809.00"	"2,781.50"	"2,849.80"	"2,769.60"	0.97
8-Jun-17	"2,782.10"	"2,642.00"	"2,789.30"	"2,570.10"	5.28
7-Jun-17	"2,642.63"	"2,844.60"	"2,850.00"	"2,600.20"	-7.07
6-Jun-17	"2,843.60"	"2,636.90"	"2,896.50"	"2,620.00"	7.87
5-Jun-17	"2,636.20"	"2,488.20"	"2,637.50"	"2,480.00"	5.95
4-Jun-17	"2,488.20"	"2,461.60"	"2,498.00"	"2,376.40"	1.11
3-Jun-17	"2,461.00"	"2,405.90"	"2,481.00"	"2,348.00"	2.29
2-Jun-17	"2,405.88"	"2,312.00"	"2,407.80"	"2,271.90"	4.08
1-Jun-17	"2,311.60"	"2,191.83"	"2,366.70"	"2,187.40"	5.46
31-May-17	"2,191.83"	"2,147.29"	"2,240.10"	"2,002.10"	2.1
30-May-17	"2,146.70"	"2,207.40"	"2,263.10"	"2,080.40"	-2.75
29-May-17	"2,207.40"	"2,056.90"	"2,249.80"	"1,990.10"	7.33
28-May-17	"2,056.60"	"1,980.00"	"2,193.00"	"1,955.50"	4.27
27-May-17	"1,972.30"	"2,125.90"	"2,207.90"	"1,810.00"	-7.29
26-May-17	"2,127.30"	"2,268.10"	"2,477.00"	"2,008.70"	-5.54
25-May-17	"2,252.00"	"2,392.60"	"2,689.00"	"2,142.10"	-5.96
24-May-17	"2,394.80"	"2,250.00"	"2,443.80"	"2,247.70"	6.47
23-May-17	"2,249.30"	"2,087.50"	"2,262.90"	"2,060.00"	7.85
22-May-17	"2,085.50"	"2,026.50"	"2,219.90"	"1,979.20"	2.77
21-May-17	"2,029.20"	"2,059.30"	"2,099.10"	"2,001.00"	-1.48
20-May-17	"2,059.70"	"1,966.50"	"2,072.20"	"1,963.60"	4.74
19-May-17	"1,966.50"	"1,941.50"	"2,000.00"	"1,925.00"	1.29
18-May-17	"1,941.50"	"1,870.00"	"1,949.90"	"1,861.00"	3.82
17-May-17	"1,870.00"	"1,786.20"	"1,892.90"	"1,766.40"	4.72
16-May-17	"1,785.70"	"1,772.00"	"1,795.10"	"1,728.00"	0.74
15-May-17	"1,772.50"	"1,826.80"	"1,828.50"	"1,720.00"	-3.04
14-May-17	"1,828.10"	"1,820.60"	"1,852.40"	"1,780.00"	0.42
13-May-17	"1,820.40"	"1,735.00"	"1,824.00"	"1,666.00"	4.92
12-May-17	"1,735.00"	"1,853.90"	"1,864.80"	"1,700.80"	-6.41
11-May-17	"1,853.90"	"1,796.90"	"1,908.00"	"1,766.60"	3.18
10-May-17	"1,796.80"	"1,759.80"	"1,817.40"	"1,722.30"	2.09
9-May-17	"1,760.00"	"1,703.50"	"1,813.90"	"1,695.10"	3.33
8-May-17	"1,703.20"	"1,619.80"	"1,715.00"	"1,618.90"	5.14
7-May-17	"1,619.90"	"1,597.00"	"1,631.30"	"1,575.10"	1.43
6-May-17	"1,597.10"	"1,545.10"	"1,605.00"	"1,545.00"	3.37
5-May-17	"1,545.10"	"1,607.20"	"1,665.50"	"1,511.70"	-3.86
4-May-17	"1,607.10"	"1,619.40"	"1,701.90"	"1,521.10"	-0.66
3-May-17	"1,617.80"	"1,558.50"	"1,626.90"	"1,542.00"	3.71
2-May-17	"1,560.00"	"1,533.00"	"1,604.60"	"1,479.20"	1.75
1-May-17	"1,533.10"	"1,435.00"	"1,560.00"	"1,432.00"	6.82
30-Apr-17	"1,435.20"	"1,425.40"	"1,443.50"	"1,403.30"	0.81
29-Apr-17	"1,423.60"	"1,415.60"	"1,436.60"	"1,401.50"	0.57
28-Apr-17	"1,415.60"	"1,440.30"	"1,447.00"	"1,368.30"	-1.71
27-Apr-17	"1,440.30"	"1,399.30"	"1,449.70"	"1,392.50"	2.93
26-Apr-17	"1,399.30"	"1,371.00"	"1,411.70"	"1,365.10"	2.12
25-Apr-17	"1,370.30"	"1,345.00"	"1,378.50"	"1,342.10"	1.88
24-Apr-17	"1,345.00"	"1,355.30"	"1,359.60"	"1,326.90"	-0.75
23-Apr-17	"1,355.20"	"1,346.40"	"1,359.00"	"1,336.00"	0.57
22-Apr-17	"1,347.50"	"1,327.10"	"1,353.10"	"1,290.10"	1.65
21-Apr-17	"1,325.60"	"1,308.70"	"1,333.10"	"1,307.50"	1.31
20-Apr-17	"1,308.40"	"1,260.50"	"1,325.70"	"1,260.10"	3.8
19-Apr-17	"1,260.50"	"1,265.40"	"1,272.00"	"1,255.00"	-0.39
18-Apr-17	"1,265.40"	"1,240.00"	"1,274.80"	"1,237.00"	2.05
17-Apr-17	"1,240.00"	"1,212.50"	"1,247.00"	"1,202.20"	2.31
16-Apr-17	"1,212.00"	"1,193.30"	"1,217.60"	"1,190.40"	1.57
15-Apr-17	"1,193.30"	"1,206.80"	"1,215.00"	"1,190.00"	-1.12
14-Apr-17	"1,206.80"	"1,187.00"	"1,219.10"	"1,184.00"	1.67
13-Apr-17	"1,187.00"	"1,227.40"	"1,235.10"	"1,163.50"	-3.29
12-Apr-17	"1,227.40"	"1,236.90"	"1,239.00"	"1,221.00"	-0.66
11-Apr-17	"1,235.60"	"1,220.30"	"1,243.40"	"1,209.10"	1.25
10-Apr-17	"1,220.30"	"1,215.90"	"1,229.90"	"1,208.10"	0.36
9-Apr-17	"1,215.90"	"1,188.10"	"1,226.90"	"1,180.20"	2.34
8-Apr-17	"1,188.10"	"1,196.60"	"1,202.60"	"1,171.30"	-0.71
7-Apr-17	"1,196.60"	"1,191.50"	"1,208.90"	"1,176.70"	0.43
6-Apr-17	"1,191.50"	"1,140.30"	"1,206.40"	"1,140.30"	4.46
5-Apr-17	"1,140.60"	"1,145.80"	"1,146.70"	"1,112.30"	-0.38
4-Apr-17	"1,145.00"	"1,150.10"	"1,161.90"	"1,124.10"	-0.45
3-Apr-17	"1,150.20"	"1,107.80"	"1,159.90"	"1,107.80"	3.85
2-Apr-17	"1,107.60"	"1,093.50"	"1,118.20"	"1,081.00"	1.32
1-Apr-17	"1,093.20"	"1,081.30"	"1,106.90"	"1,070.20"	1.06
31-Mar-17	"1,081.70"	"1,042.10"	"1,089.40"	"1,041.00"	3.91
30-Mar-17	"1,041.00"	"1,041.70"	"1,053.50"	"1,022.20"	-0.08
29-Mar-17	"1,041.80"	"1,044.70"	"1,058.90"	"1,009.30"	-0.28
28-Mar-17	"1,044.70"	"1,042.80"	"1,066.50"	"1,016.80"	0.19
27-Mar-17	"1,042.70"	968.9	"1,046.90"	960.1	7.61
26-Mar-17	969	971.31	"1,005.50"	950.1	-0.33
25-Mar-17	972.17	942.13	980	891	3.08
24-Mar-17	943.1	"1,032.70"	"1,034.20"	928.3	-8.7
23-Mar-17	"1,033.00"	"1,039.40"	"1,055.00"	"1,018.00"	-0.59
22-Mar-17	"1,039.10"	"1,115.90"	"1,116.00"	986.3	-6.81
21-Mar-17	"1,115.00"	"1,040.40"	"1,120.90"	"1,040.10"	7.31
20-Mar-17	"1,039.00"	"1,016.50"	"1,052.10"	"1,011.20"	2.25
19-Mar-17	"1,016.10"	971.9	"1,058.90"	971	4.64
18-Mar-17	971	"1,067.80"	"1,097.10"	935.11	-9.12
17-Mar-17	"1,068.40"	"1,169.10"	"1,169.60"	"1,066.00"	-8.61
16-Mar-17	"1,169.00"	"1,256.10"	"1,259.70"	"1,132.50"	-6.93
15-Mar-17	"1,256.10"	"1,245.00"	"1,262.00"	"1,241.30"	0.89
14-Mar-17	"1,245.00"	"1,238.50"	"1,257.90"	"1,218.90"	0.52
13-Mar-17	"1,238.50"	"1,224.40"	"1,246.90"	"1,207.50"	1.09
12-Mar-17	"1,225.20"	"1,172.40"	"1,232.60"	"1,167.50"	4.47
11-Mar-17	"1,172.80"	"1,113.50"	"1,196.10"	"1,107.00"	5.32
10-Mar-17	"1,113.60"	"1,190.40"	"1,328.80"	971	-6.45
9-Mar-17	"1,190.40"	"1,150.00"	"1,207.50"	"1,136.00"	3.58
8-Mar-17	"1,149.30"	"1,232.40"	"1,243.60"	"1,142.20"	-6.74
7-Mar-17	"1,232.40"	"1,279.20"	"1,281.80"	"1,185.90"	-3.67
6-Mar-17	"1,279.30"	"1,278.40"	"1,287.80"	"1,268.60"	0.07
5-Mar-17	"1,278.40"	"1,267.80"	"1,279.80"	"1,245.30"	0.84
4-Mar-17	"1,267.80"	"1,289.10"	"1,291.80"	"1,240.10"	-1.58
3-Mar-17	"1,288.20"	"1,257.60"	"1,294.70"	"1,256.60"	2.05
2-Mar-17	"1,262.30"	"1,232.90"	"1,283.10"	"1,213.00"	2.39
1-Mar-17	"1,232.80"	"1,189.10"	"1,233.50"	"1,186.00"	3.68
28-Feb-17	"1,189.10"	"1,196.00"	"1,216.00"	"1,177.80"	-0.54
27-Feb-17	"1,195.50"	"1,178.30"	"1,202.60"	"1,171.00"	1.46
26-Feb-17	"1,178.30"	"1,153.00"	"1,185.90"	"1,130.90"	2.19
25-Feb-17	"1,153.00"	"1,185.40"	"1,189.90"	"1,131.50"	-2.71
24-Feb-17	"1,185.10"	"1,189.90"	"1,222.20"	"1,111.10"	-0.49
23-Feb-17	"1,190.90"	"1,125.50"	"1,196.90"	"1,120.40"	5.83
22-Feb-17	"1,125.30"	"1,129.60"	"1,140.00"	"1,106.40"	-0.38
21-Feb-17	"1,129.60"	"1,091.30"	"1,134.00"	"1,085.00"	3.52
20-Feb-17	"1,091.20"	"1,056.20"	"1,100.30"	"1,044.10"	3.31
19-Feb-17	"1,056.20"	"1,059.80"	"1,066.00"	"1,045.00"	-0.34
18-Feb-17	"1,059.80"	"1,056.20"	"1,071.10"	"1,053.10"	0.34
17-Feb-17	"1,056.20"	"1,038.50"	"1,065.80"	"1,034.10"	1.71
16-Feb-17	"1,038.40"	"1,013.90"	"1,045.70"	"1,013.90"	2.43
15-Feb-17	"1,013.80"	"1,013.30"	"1,017.30"	"1,002.40"	0.01
14-Feb-17	"1,013.70"	996.52	"1,019.00"	988.88	1.73
13-Feb-17	996.5	996	"1,004.50"	975.9	0.05
12-Feb-17	996.01	"1,000.10"	"1,005.40"	992.33	-0.43
11-Feb-17	"1,000.30"	992.1	"1,009.00"	984.19	0.84
10-Feb-17	992	984.97	"1,002.00"	949.39	0.71
9-Feb-17	984.97	"1,049.00"	"1,078.00"	936.41	-6.09
8-Feb-17	"1,048.80"	"1,052.50"	"1,068.00"	"1,013.20"	-0.31
7-Feb-17	"1,052.10"	"1,022.60"	"1,056.30"	"1,021.70"	2.88
6-Feb-17	"1,022.60"	"1,006.60"	"1,026.20"	"1,006.00"	1.59
5-Feb-17	"1,006.60"	"1,031.10"	"1,033.00"	996.35	-2.38
4-Feb-17	"1,031.10"	"1,016.80"	"1,040.00"	"1,001.60"	1.52
3-Feb-17	"1,015.70"	"1,007.00"	"1,020.50"	988.34	0.99
2-Feb-17	"1,005.70"	983.73	"1,010.50"	970.11	2.23
1-Feb-17	983.73	966.19	984.99	960.1	1.82
31-Jan-17	966.19	917.36	969.38	916.75	5.32
30-Jan-17	917.36	912.55	920.79	910.01	0.53
29-Jan-17	912.56	919.43	922.99	910.72	-0.75
28-Jan-17	919.43	916.7	923.98	915.01	0.3
27-Jan-17	916.7	915.12	922.16	905.05	0.17
26-Jan-17	915.12	893.35	917.64	893.35	2.44
25-Jan-17	893.35	886.1	899.61	884.2	0.82
24-Jan-17	886.1	908.41	927	884.2	-2.63
23-Jan-17	910.03	923.72	928.82	910.03	-1.48
22-Jan-17	923.72	924.02	939.73	892	-0.03
21-Jan-17	924.02	895.74	931.01	893.89	3.13
20-Jan-17	895.96	900.29	904.5	883.34	-0.48
19-Jan-17	900.29	887.6	908.2	884.57	1.41
18-Jan-17	887.76	903.99	913.85	847.3	-1.8
17-Jan-17	903.99	830.1	910.77	828	8.9
16-Jan-17	830.1	820.74	837.89	814.79	1.14
15-Jan-17	820.74	815.3	822.98	805.13	0.67
14-Jan-17	815.3	828.12	838.54	800.71	-1.55
13-Jan-17	828.12	804.58	832.29	776	2.93
12-Jan-17	804.58	779.54	831.16	738.66	3.34
11-Jan-17	778.58	905.76	922.63	760	-14.04
10-Jan-17	905.76	903	917.88	895.5	0.31
9-Jan-17	903	915.9	916.1	876.3	-1.41
8-Jan-17	915.9	908.84	942.5	890	0.78
7-Jan-17	908.84	898.5	911	816.1	1.21
6-Jan-17	898	"1,003.80"	"1,025.00"	871	-10.49
5-Jan-17	"1,003.20"	"1,139.80"	"1,166.00"	865.38	-11.97
4-Jan-17	"1,139.60"	"1,037.50"	"1,150.00"	"1,036.40"	9.84
3-Jan-17	"1,037.50"	"1,019.30"	"1,038.70"	"1,013.50"	1.79
2-Jan-17	"1,019.30"	999.24	"1,034.80"	997.3	2.03
1-Jan-17	998.99	966.58	"1,006.50"	961.26	3.35
31-Dec-16	966.58	959.16	968	945.01	0.76
30-Dec-16	959.26	974.74	974.74	929.75	-1.37
29-Dec-16	972.63	981.7	983	948.99	-0.92
28-Dec-16	981.7	936.43	983	936.38	4.85
27-Dec-16	936.32	906.4	940	903.51	3.3
26-Dec-16	906.4	898	919.99	894.21	0.94
25-Dec-16	897.99	895.24	901.48	858.63	0.31
24-Dec-16	895.24	918.99	919.85	882.79	-2.58
23-Dec-16	918.99	859.2	920	859	6.96
22-Dec-16	859.2	829.34	873.86	825	3.52
21-Dec-16	829.99	798.77	830.5	794.99	4.01
20-Dec-16	797.99	790.59	802.33	788.01	0.94
19-Dec-16	790.59	790.21	792.21	787.96	0.05
18-Dec-16	790.21	790.99	792.8	784.39	-0.1
17-Dec-16	790.99	784.17	793	784.17	0.87
16-Dec-16	784.17	777.43	785.03	775.86	0.87
15-Dec-16	777.43	774.49	780.11	774.49	0.38
14-Dec-16	774.49	775	781.16	771.17	-0.07
13-Dec-16	775	777.99	788.86	763.7	-0.38
12-Dec-16	777.99	770.21	784.1	770.21	1.01
11-Dec-16	770.21	772.9	773.73	761.84	-0.35
10-Dec-16	772.9	770.5	777.77	769.99	0.31
9-Dec-16	770.5	765.01	772.72	765	0.72
8-Dec-16	765.01	765.01	773.2	762.66	0
7-Dec-16	765.01	757.18	772.15	749.11	1.01
6-Dec-16	757.36	750.62	758.5	750.44	0.9
5-Dec-16	750.62	768.5	768.99	744.59	-2.33
4-Dec-16	768.5	765.46	769.99	760.9	0.42
3-Dec-16	765.27	774.88	774.88	755.99	-1.24
2-Dec-16	774.91	755.36	779.21	755.15	2.59
1-Dec-16	755.36	739	756	738.8	2.21
30-Nov-16	739	731.05	743.14	729.13	1.09
29-Nov-16	731.05	731.52	733.93	728.68	-0.06
28-Nov-16	731.52	724.9	734.99	724.9	0.9
27-Nov-16	724.99	731.19	736.19	722.5	-0.85
26-Nov-16	731.19	740.36	740.99	720	-1.24
25-Nov-16	740.36	737.68	741.12	730	0.36
24-Nov-16	737.68	742	744.32	727.61	-0.58
23-Nov-16	741.99	749.85	750.91	730.79	-1.07
22-Nov-16	750.05	738.99	753.91	733.27	1.5
21-Nov-16	738.99	729.67	740.6	728.08	1.28
20-Nov-16	729.67	752.9	757	712.02	-3.09
19-Nov-16	752.9	753.97	759.99	740.01	-0.14
18-Nov-16	753.97	740.67	756.94	734.5	1.8
17-Nov-16	740.67	744.98	762.41	735	-0.58
16-Nov-16	744.99	712.17	747.49	710.13	4.61
15-Nov-16	712.17	707.43	720.01	707.4	0.67
14-Nov-16	707.43	708.13	709	699	0.47
31-Oct-16	704.09	702.55	706	688	0.22
30-Oct-16	702.55	714.51	716.61	697.77	-1.67
29-Oct-16	714.51	693.47	723.99	692.28	3.03
28-Oct-16	693.47	688.67	695.02	681.59	0.7
27-Oct-16	688.67	678.7	690.62	676.69	1.47
26-Oct-16	678.7	659.52	685.61	658.46	2.91
25-Oct-16	659.52	654.65	670	652.65	0.74
24-Oct-16	654.65	659.03	659.03	654.01	-0.66
23-Oct-16	659.03	664.99	671.4	656.04	-0.9
22-Oct-16	664.99	636.73	670.98	635.06	4.44
21-Oct-16	636.73	632.46	639	632	0.68
20-Oct-16	632.46	631.77	633.61	628	0.11
19-Oct-16	631.77	638.68	643.9	627.84	-1.1
18-Oct-16	638.8	639.79	641.65	632.93	-0.15
17-Oct-16	639.79	644.18	644.56	637.77	-0.68
16-Oct-16	644.17	640.2	645.8	639.82	0.62
15-Oct-16	640.2	643	645.69	637.91	-0.44
14-Oct-16	643	637.01	645.4	636.72	0.94
13-Oct-16	637.01	637.63	643.67	636.38	-0.1
12-Oct-16	637.63	641.87	644.07	637.26	-0.64
11-Oct-16	641.74	618.87	645.98	618.06	3.7
10-Oct-16	618.87	616.56	620	615.91	0.37
9-Oct-16	616.56	620.5	620.91	614.43	-0.63
8-Oct-16	620.5	620.13	622.87	617.91	0.06
7-Oct-16	620.13	613.51	621.17	613	1.08
6-Oct-16	613.51	614.09	615.9	612.68	-0.09
5-Oct-16	614.09	610.71	617.28	610	0.51
4-Oct-16	610.98	612.67	614	609.63	-0.26
3-Oct-16	612.57	609.09	613.22	608.93	0.57
2-Oct-16	609.09	614.09	614.21	607.01	-0.81
1-Oct-16	614.09	611.1	616.87	611.1	0.49
30-Sep-16	611.1	604.6	612.92	604.25	1.08
29-Sep-16	604.6	603.76	607.77	603.18	0.14
28-Sep-16	603.76	605.53	605.77	603.13	-0.29
27-Sep-16	605.53	609.14	609.91	602.01	-0.59
26-Sep-16	609.14	600.36	610	599.88	1.46
25-Sep-16	600.36	602.55	603.6	597.63	-0.36
24-Sep-16	602.55	603.29	605.8	601.49	-0.12
23-Sep-16	603.29	597.08	603.99	595.95	1.04
22-Sep-16	597.08	597.43	598.7	596	-0.06
21-Sep-16	597.43	600.13	600.13	592.7	-0.44
20-Sep-16	600.05	609.79	612.01	600.05	-1.6
19-Sep-16	609.79	613.03	615.05	608.92	-0.53
18-Sep-16	613.03	607.69	615.86	607.37	0.88
17-Sep-16	607.69	610.01	610.56	605	-0.38
16-Sep-16	610.01	611.81	614.22	609.54	-0.29
15-Sep-16	611.81	613.88	617.3	611	-0.34
14-Sep-16	613.88	614.23	617.38	612.01	-0.06
13-Sep-16	614.23	611.62	618	610	0.43
12-Sep-16	611.62	612.08	615.21	608.14	-0.08
11-Sep-16	612.08	628	635	598	-2.54
10-Sep-16	628	626.25	629.65	624.9	0.28
9-Sep-16	626.25	631.73	633.45	621.26	-0.87
8-Sep-16	631.73	619.75	636.16	617.78	1.93
7-Sep-16	619.75	615.06	620.63	610.85	0.73
6-Sep-16	615.23	611.5	616.7	609.77	0.61
5-Sep-16	611.5	614.52	615.67	605.7	-0.49
4-Sep-16	614.52	609.89	618.65	604.6	0.76
3-Sep-16	609.89	579.85	612.43	576.04	5.18
2-Sep-16	579.85	572.73	581.07	570.61	1.24
1-Sep-16	572.73	576.15	577.98	571.5	-0.59
31-Aug-16	576.15	579.49	579.49	572.74	-0.58
30-Aug-16	579.49	574.78	580.15	574.17	0.82
29-Aug-16	574.78	574.17	577.99	573.02	0.11
28-Aug-16	574.17	568.55	574.37	568.3	0.99
27-Aug-16	568.55	578.02	578.9	567.23	-1.64
26-Aug-16	578.01	577.2	579.5	575.06	0.14
25-Aug-16	577.2	580.32	581.14	574.01	-0.54
24-Aug-16	580.32	583.54	586.88	580	-0.55
23-Aug-16	583.54	588.01	590.69	581.12	-0.76
22-Aug-16	588.01	581.42	589.99	581.42	1.13
21-Aug-16	581.42	582.1	584.16	580.01	-0.1
20-Aug-16	582.01	573.51	582.75	571.25	1.48
19-Aug-16	573.5	572.33	577.17	570.82	0.23
18-Aug-16	572.21	571.83	578.02	569.71	0.07
17-Aug-16	571.83	574.17	577.94	569.01	-0.42
16-Aug-16	574.24	564.64	579	564	1.7
15-Aug-16	564.64	569.41	574.02	562.99	-0.84
14-Aug-16	569.44	583.73	583.73	564	-2.45
13-Aug-16	583.73	585.5	590.02	582.06	-0.3
12-Aug-16	585.5	591.27	593	584	-0.98
11-Aug-16	591.27	590.5	599	587.75	0.17
10-Aug-16	590.28	604.1	614.5	579	-2.29
9-Aug-16	604.1	604.1	604.1	604.1	0
8-Aug-16	604.1	604.1	604.1	604.1	0
7-Aug-16	604.1	604.1	604.1	604.1	0
6-Aug-16	0	0	0	0	0
5-Aug-16	0	0	0	0	0
4-Aug-16	0	0	0	0	0
3-Aug-16	0	0	0	0	-100
2-Aug-16	604	608.29	615.26	595	-0.66
1-Aug-16	607.99	622.7	627.32	605.01	-2.51
31-Jul-16	623.67	654.99	655.12	621.26	-4.78
30-Jul-16	654.99	658.34	660.45	651.85	-0.51
29-Jul-16	658.34	656.97	660.44	654.54	0.59
27-Jul-16	654.51	648.47	657.06	646.6	0.93
26-Jul-16	648.47	654.17	657.59	640.59	-0.87
