Date	Price	Open	High	Low	Change %
25-Jul-16	654.17	661.82	664.39	650	-1.16
24-Jul-16	661.82	654.03	664.1	650.52	1.19
23-Jul-16	654.03	648.04	657.1	644.98	0.92
22-Jul-16	648.04	665.01	668	639.97	-2.55
21-Jul-16	665.01	665.85	668	657.58	-0.13
20-Jul-16	665.85	675	676	661.26	-1.36
19-Jul-16	675	674.3	676.64	666.32	0.1
18-Jul-16	674.3	683.2	686	666.46	-1.3
17-Jul-16	683.2	665.33	689.69	663.61	2.69
16-Jul-16	665.33	665.5	669.59	659.13	-0.03
15-Jul-16	665.5	659.78	669.56	658.16	0.87
14-Jul-16	659.78	653.7	666	649.97	0.93
13-Jul-16	653.7	667.07	669.87	652.52	-2.02
12-Jul-16	667.19	647.95	678.01	645.6	2.97
11-Jul-16	647.95	649.72	662.54	643.4	-0.27
10-Jul-16	649.72	648.12	651.47	636.92	0.25
9-Jul-16	648.11	664.8	664.8	623.99	-2.51
8-Jul-16	664.8	640.51	666.6	633.97	3.79
7-Jul-16	640.51	677.36	682	610.1	-5.4
6-Jul-16	677.04	667.8	682.62	667	1.39
5-Jul-16	667.76	681.34	682.7	659.25	-1.99
4-Jul-16	681.34	659.29	684.2	644.46	3.34
3-Jul-16	659.29	705.99	706.98	644.4	-6.49
2-Jul-16	705.04	674.75	705.35	673.36	4.49
1-Jul-16	674.75	674.74	690.58	667.62	0
30-Jun-16	674.74	639.97	677.46	635.57	5.48
29-Jun-16	639.68	646.61	646.61	621.95	-1.02
28-Jun-16	646.3	662.2	664.25	632.95	-2.4
27-Jun-16	662.2	627.42	662.2	617.29	5.54
26-Jun-16	627.42	664.87	667.88	614.33	-5.63
25-Jun-16	664.87	665.5	698	642.82	-0.18
24-Jun-16	666.05	625.8	679.95	625.79	6.43
23-Jun-16	625.8	605.58	638.22	555.58	3.26
22-Jun-16	606.02	669	688.2	588.89	-9.4
21-Jun-16	668.88	705.79	715.78	668.88	-10.08
20-Jun-16	743.9	767.3	767.7	724.29	-3.05
19-Jun-16	767.3	757.6	771.91	740	1.28
18-Jun-16	757.6	748.66	789.71	721.56	1.19
17-Jun-16	748.66	769.45	779.98	703.12	-2.7
16-Jun-16	769.45	696.99	778.5	696.99	10.41
15-Jun-16	696.88	684.51	699.13	669.21	1.81
14-Jun-16	684.51	705.87	705.88	656.51	-3.03
13-Jun-16	705.88	671.99	718.99	659.94	5.2
12-Jun-16	671	614.62	685	606.98	9.19
11-Jun-16	614.52	580.08	615	579.29	5.94
10-Jun-16	580.08	575.52	582.42	572.5	0.79
9-Jun-16	575.52	583.05	583.65	570	-1.29
8-Jun-16	583.05	576.88	585	571.11	1.07
7-Jun-16	576.88	585.22	592.08	561.3	-1.43
6-Jun-16	585.22	574.01	588.5	574	1.95
5-Jun-16	574	572.87	586.01	565.23	0.23
4-Jun-16	572.67	570.87	593.67	561.5	0.32
3-Jun-16	570.87	538.8	579	535.78	5.95
2-Jun-16	538.8	536.79	543.74	532.38	0.37
1-Jun-16	536.79	530.69	546.12	523.8	1.15
31-May-16	530.69	532.89	546.5	518	-0.41
30-May-16	532.89	531	548.37	521.11	0.36
29-May-16	531	527	567	512.5	0.76
28-May-16	527.01	472	541.01	471	11.65
27-May-16	472.03	453.95	482.28	453.58	3.98
26-May-16	453.95	449.09	454.7	446.01	1.09
25-May-16	449.06	445.03	450.36	443	0.91
24-May-16	445.03	443.51	447.83	442.39	0.31
23-May-16	443.66	437.48	444.4	436.52	1.41
22-May-16	437.48	440.81	440.99	435.1	-0.76
21-May-16	440.81	441.57	442.16	436.98	-0.17
20-May-16	441.57	434.55	443.14	433.01	1.51
19-May-16	435	453.52	454.7	433.01	-4.08
18-May-16	453.51	453.24	456.89	451.53	0.06
17-May-16	453.24	453	454.91	451.03	0.05
16-May-16	453	457.89	458.95	451.01	-1.07
15-May-16	457.89	455.8	460.67	454.71	0.46
14-May-16	455.8	455.76	458.5	454.1	0.01
13-May-16	455.77	455.01	457.49	452	0.17
12-May-16	455	452.28	456.1	445.94	0.6
11-May-16	452.28	450.7	454.67	450.05	0.35
10-May-16	450.7	461.56	464	446.17	-2.35
9-May-16	461.56	459.87	465.4	457.8	0.37
8-May-16	459.87	460.2	461.62	456.04	-0.07
7-May-16	460.2	461.18	463.03	458.3	-0.21
6-May-16	461.18	448.4	465	448	2.85
5-May-16	448.4	447.38	450.43	446.15	0.23
4-May-16	447.38	450.39	450.98	445.08	-0.67
3-May-16	450.39	443.73	452	440.1	1.5
2-May-16	443.73	451.12	452.5	436.01	-1.64
1-May-16	451.11	446.6	452.95	445.69	1.01
30-Apr-16	446.6	455.32	455.98	445.07	-1.92
29-Apr-16	455.32	450.46	457.38	445.8	1.08
28-Apr-16	450.46	444.85	450.83	435.01	1.21
27-Apr-16	445.09	468.14	469.72	443.42	-4.92
26-Apr-16	468.14	461.77	471.99	461.77	1.38
25-Apr-16	461.77	463.02	471.58	455	-0.27
24-Apr-16	463.01	453.69	464.98	450.2	2.05
23-Apr-16	453.69	447.8	454.6	445.67	1.32
22-Apr-16	447.8	452.26	453.15	444.55	-0.94
21-Apr-16	452.03	443.93	454.5	442.27	1.82
20-Apr-16	443.95	437.81	446.49	436.6	1.41
19-Apr-16	437.76	430.03	439	428.55	1.8
18-Apr-16	430.04	428.51	430.91	426.52	0.36
17-Apr-16	428.51	432.52	433.49	426.37	-0.82
16-Apr-16	432.04	431.48	435.67	430.47	0.13
15-Apr-16	431.48	426.01	432.43	426.01	1.28
14-Apr-16	426.01	424.75	426.44	424.02	0.3
13-Apr-16	424.75	426.59	427.68	423	-0.43
12-Apr-16	426.59	423.74	430	423.7	0.67
11-Apr-16	423.74	421.32	423.88	418.8	0.57
10-Apr-16	421.32	418.47	422.82	417.49	0.68
9-Apr-16	418.47	418.5	418.76	412	-0.01
8-Apr-16	418.5	422.28	424.48	415.5	-0.9
7-Apr-16	422.28	422.57	422.86	417.78	-0.07
6-Apr-16	422.57	423.75	424.48	421.69	-0.28
5-Apr-16	423.75	420.46	424.57	419.61	0.78
4-Apr-16	420.46	420.6	421.2	416.25	-0.03
3-Apr-16	420.6	420.3	421.73	417.56	0.07
2-Apr-16	420.3	417.9	422.8	417.53	0.66
1-Apr-16	417.56	416.02	417.6	414	0.37
31-Mar-16	416.02	413.2	418.25	413.04	0.68
30-Mar-16	413.2	416	416	408.58	-0.63
29-Mar-16	415.81	424.06	426.41	407.5	-1.95
28-Mar-16	424.06	427.37	427.98	422.4	-0.77
27-Mar-16	427.37	416.71	430.95	415.79	2.56
26-Mar-16	416.71	416	418.74	414.51	0.17
25-Mar-16	416	415.3	417.03	413.03	0.17
24-Mar-16	415.3	418.12	418.12	414	-0.67
23-Mar-16	418.12	417.7	419.72	415.83	0.1
22-Mar-16	417.69	411.88	418.68	409.88	1.41
21-Mar-16	411.88	411.25	412.14	406	0.15
20-Mar-16	411.25	408.41	412.97	407.92	0.7
19-Mar-16	408.41	407.7	410.73	404	0.17
18-Mar-16	407.7	418.75	418.86	403.01	-2.64
17-Mar-16	418.75	417.28	420.6	416.67	0.35
16-Mar-16	417.28	415.5	418	413.96	0.43
15-Mar-16	415.5	415.91	418.81	412.78	-0.12
14-Mar-16	415.99	411.87	417.85	411.83	1.01
13-Mar-16	411.82	410.01	416	410	0.44
12-Mar-16	410.01	420.47	421.81	406.46	-2.49
11-Mar-16	420.49	416.51	423.6	415.5	0.96
10-Mar-16	416.51	413.05	417.17	410.7	0.86
9-Mar-16	412.94	411.35	414.5	407.76	0.39
8-Mar-16	411.35	412.62	415.9	406	-0.33
7-Mar-16	412.7	403.75	415.3	401.6	2.18
6-Mar-16	403.91	397.36	409.5	392.02	1.65
5-Mar-16	397.36	408.82	410.14	389.74	-2.8
4-Mar-16	408.82	420.56	423.99	407.66	-2.79
3-Mar-16	420.56	422.09	424.43	416.4	-0.39
2-Mar-16	422.22	434.82	436.31	421.12	-2.9
1-Mar-16	434.82	439.16	442.79	428.5	-0.99
29-Feb-16	439.16	434.45	444.79	430.51	1.08
28-Feb-16	434.47	434.21	437.77	422.1	0.06
27-Feb-16	434.21	435.49	437.97	431.81	-0.25
26-Feb-16	435.31	424.88	435.31	419.97	2.45
25-Feb-16	424.88	426.36	429.95	419.5	-0.35
24-Feb-16	426.36	421.4	427.48	410.69	1.24
23-Feb-16	421.13	440.25	442.64	416.27	-4.35
22-Feb-16	440.27	440.49	442.48	433.44	-0.05
21-Feb-16	440.48	438.7	451.24	428.26	0.41
20-Feb-16	438.7	419.77	445.02	419.72	4.45
19-Feb-16	419.99	421.5	422.54	412	-0.36
18-Feb-16	421.5	414.88	426.01	413.08	1.6
17-Feb-16	414.86	407.27	421.74	405.32	1.86
16-Feb-16	407.27	399.9	408.76	398.66	1.84
15-Feb-16	399.9	408.3	412.5	395.35	-2.06
14-Feb-16	408.3	392.99	408.66	392.97	3.9
13-Feb-16	392.99	382.94	393	382.56	2.61
12-Feb-16	382.98	377.99	383.53	377.09	1.32
11-Feb-16	378	380.9	383	372.25	-0.76
10-Feb-16	380.89	374.31	386.52	373.13	1.85
9-Feb-16	373.97	370.49	377.6	370.28	0.94
8-Feb-16	370.49	372.01	376.74	369.1	-0.41
7-Feb-16	372.01	373.71	377.78	369.2	-0.47
6-Feb-16	373.75	386.54	386.54	366.44	-3.31
5-Feb-16	386.54	389.8	392.57	384.5	-0.84
4-Feb-16	389.8	368.98	393.89	368.65	5.64
3-Feb-16	368.98	372.9	373.97	366	-1.05
2-Feb-16	372.9	371.42	374.75	369.9	0.4
1-Feb-16	371.42	365.52	378.96	363.26	1.62
31-Jan-16	365.5	376.96	378.9	362.57	-3.04
30-Jan-16	376.96	377.62	380.5	374	-0.18
29-Jan-16	377.63	378.39	385.31	360.23	-0.2
28-Jan-16	378.39	394.7	395.48	375.61	-4.2
27-Jan-16	394.97	391.32	396.99	389.66	0.93
26-Jan-16	391.32	390.96	398	387.48	0.09
25-Jan-16	390.98	402.77	402.77	384	-2.93
24-Jan-16	402.77	385.57	407.02	385.1	4.46
23-Jan-16	385.57	380.96	394	379.85	1.21
22-Jan-16	380.96	411	411.19	371.33	-7.31
21-Jan-16	411	419.55	424.57	405.02	-2.01
20-Jan-16	419.41	378.93	427.98	375.01	10.67
19-Jan-16	378.96	387.04	388.35	377.44	-2.09
18-Jan-16	387.04	382.02	389.43	375.11	1.3
17-Jan-16	382.07	388.44	392.79	378.82	-1.63
16-Jan-16	388.42	359.02	392.4	353.21	8.24
15-Jan-16	358.85	429.25	429.43	358	-16.4
14-Jan-16	429.25	431.08	434.91	426.03	-0.42
13-Jan-16	431.08	432.04	436.36	416.37	-0.22
12-Jan-16	432.05	449.26	449.63	429.34	-3.83
11-Jan-16	449.26	449.35	452.47	443.59	-0.02
10-Jan-16	449.35	449.23	450.26	441.01	0.03
9-Jan-16	449.23	454	456.01	447.46	-1.05
8-Jan-16	454	458.78	465	446.75	-1.1
7-Jan-16	459.05	428.89	461.89	427.11	7.26
6-Jan-16	427.99	431.84	432.17	425.03	-0.89
5-Jan-16	431.84	432.9	434.91	428.22	-0.24
4-Jan-16	432.9	428.64	435.67	426.97	0.99
3-Jan-16	428.66	432.7	433.07	422	-0.93
2-Jan-16	432.7	433.98	435.79	430	-0.29
1-Jan-16	433.98	429.02	436.49	426.26	1.16
31-Dec-15	429.02	424.7	432.57	412.53	1.02
30-Dec-15	424.7	431.79	434	420	-1.66
29-Dec-15	431.85	420.11	432.2	418.03	2.76
28-Dec-15	420.24	422.32	429	417.02	-0.5
27-Dec-15	422.37	416.51	424.89	407	1.41
26-Dec-15	416.51	455.47	459.31	405.55	-8.55
25-Dec-15	455.47	456.13	459.99	445.86	-0.14
24-Dec-15	456.13	442.62	459.05	442.45	3.05
23-Dec-15	442.62	435.65	445.76	434.61	1.6
22-Dec-15	435.65	437.52	443.62	433.45	-0.52
21-Dec-15	437.93	442.62	445.9	424.89	-1.06
20-Dec-15	442.62	462.44	462.7	431.75	-4.29
19-Dec-15	462.46	463.52	466.99	452.81	-0.23
18-Dec-15	463.52	455.57	466.6	452.01	1.68
17-Dec-15	455.84	454.95	458.5	446.29	0.2
16-Dec-15	454.95	466.01	467	440.02	-2.48
15-Dec-15	466.5	442.59	466.98	442.51	5.4
14-Dec-15	442.59	432.51	448.15	427.62	2.21
13-Dec-15	433	435.61	443.81	418.3	-0.61
12-Dec-15	435.67	457	475	404.39	-4.52
11-Dec-15	456.28	414.94	457	414.8	9.96
10-Dec-15	414.94	418.73	421	411.2	-0.91
9-Dec-15	418.73	422	426.05	406.5	-0.49
8-Dec-15	420.78	396.7	421.44	388.39	6.07
7-Dec-15	396.7	390.6	403.81	384.86	1.56
6-Dec-15	390.6	390.01	406.77	386.01	0.15
5-Dec-15	390	363.17	394	362.24	7.39
4-Dec-15	363.17	360.53	364.37	354.31	0.68
3-Dec-15	360.73	359.12	371.1	352.86	0.44
2-Dec-15	359.14	362.68	363.13	346.16	-0.98
1-Dec-15	362.68	376.88	379.99	353.24	-3.77
30-Nov-15	376.88	373.89	384.51	369.97	0.96
29-Nov-15	373.29	358.6	376	355.62	4.06
28-Nov-15	358.71	358.9	362.12	351.16	-0.05
27-Nov-15	358.9	354	366.7	348.18	1.39
26-Nov-15	353.99	329.85	369.08	329.35	7.32
25-Nov-15	329.85	320.1	331.03	316.05	3.05
24-Nov-15	320.1	323.63	323.76	315.84	-1.09
23-Nov-15	323.63	324.67	327.01	320.91	-0.32
22-Nov-15	324.66	327.84	327.85	320.36	-0.88
21-Nov-15	327.55	322.2	329.03	318.95	1.66
20-Nov-15	322.2	326.49	326.77	309.46	-1.32
19-Nov-15	326.5	335.94	336.39	324.45	-2.81
18-Nov-15	335.95	336.29	338.8	328.1	-0.1
17-Nov-15	336.29	332.1	342.5	331.05	1.25
16-Nov-15	332.14	320.52	335	315.22	3.45
15-Nov-15	321.07	333.37	336.39	315	-3.7
14-Nov-15	333.4	338.53	340.72	329	-1.52
13-Nov-15	338.54	337.61	343.57	326.22	0.59
12-Nov-15	336.57	314.25	346.2	314.14	7.19
11-Nov-15	314	340.2	343.6	300.78	-7.7
10-Nov-15	340.2	381.1	383.4	327.02	-10.71
9-Nov-15	381.01	374.11	388.84	360.9	1.87
8-Nov-15	374	384.87	390.32	365.74	-2.76
7-Nov-15	384.61	375.56	392.23	371.74	2.41
6-Nov-15	375.56	387.94	396.7	351.5	-3.2
5-Nov-15	387.96	409.23	449.12	371	-5.2
4-Nov-15	409.24	405	503.39	366.66	0.97
3-Nov-15	405.29	365.33	423.88	361.88	11.04
2-Nov-15	365	330.23	372.48	326.8	10.38
1-Nov-15	330.69	316	333.49	313.6	4.65
31-Oct-15	316	328.2	335.43	307.2	-3.71
30-Oct-15	328.19	314.88	336	313.82	4.23
29-Oct-15	314.88	304.5	321.15	301.51	3.41
28-Oct-15	304.5	295.29	307.99	295.29	3.16
27-Oct-15	295.17	287.22	298.68	287.11	2.77
26-Oct-15	287.22	284.7	287.86	282.25	0.85
25-Oct-15	284.79	284.19	295.99	281.2	0.21
24-Oct-15	284.19	279.21	284.47	279	1.78
23-Oct-15	279.21	275.83	280.9	275.15	1.23
22-Oct-15	275.83	267.8	279.96	267.3	3
21-Oct-15	267.8	270.99	272.27	264.12	-1.17
20-Oct-15	270.97	265.1	273.9	264.46	2.23
19-Oct-15	265.05	265.01	268.28	262.39	0
18-Oct-15	265.04	272.9	274.65	263.32	-2.89
17-Oct-15	272.94	263.45	275.12	258.32	3.59
16-Oct-15	263.47	255.19	267.83	254.92	3.24
15-Oct-15	255.19	253.5	257.49	253.44	0.65
14-Oct-15	253.54	251.25	255.93	250.1	0.91
13-Oct-15	251.25	246.17	253.4	244.08	2.1
12-Oct-15	246.09	247.99	248.45	245.37	-0.74
11-Oct-15	247.92	246.01	248.71	244.83	0.78
10-Oct-15	246.01	244.82	246.4	243.56	0.49
9-Oct-15	244.82	243	245.45	242.63	0.76
8-Oct-15	242.97	244	245.63	242.62	-0.5
7-Oct-15	244.2	247.36	247.93	243.5	-1.28
6-Oct-15	247.36	242	249.01	241.51	2.21
5-Oct-15	242.01	239.5	242.67	237.21	1.05
4-Oct-15	239.5	239.79	240.93	239.3	-0.12
3-Oct-15	239.79	237.86	241.11	237.68	0.81
2-Oct-15	237.86	238.48	240	237.33	-0.26
1-Oct-15	238.48	236.49	240.09	236.2	0.84
30-Sep-15	236.49	236.8	238.78	235.12	-0.13
29-Sep-15	236.8	240.43	241.5	236.61	-1.51
28-Sep-15	240.43	233.37	241.42	233.37	3.03
27-Sep-15	233.37	234.63	234.78	233.06	-0.54
26-Sep-15	234.63	235.26	235.91	233.8	-0.27
25-Sep-15	235.26	234.65	237.64	233.05	0.26
24-Sep-15	234.65	230.54	236.25	230.54	1.78
23-Sep-15	230.54	231.11	232.98	230.03	-0.32
22-Sep-15	231.27	227.22	233.25	224.49	1.78
21-Sep-15	227.22	232.12	232.96	226.38	-2.11
20-Sep-15	232.12	232.09	233.22	231.4	0.01
19-Sep-15	232.09	233.78	234.18	231.43	-0.72
18-Sep-15	233.78	233.61	236.2	232.53	0.07
17-Sep-15	233.61	228.99	235.7	228.99	2.02
16-Sep-15	228.99	230.93	232.12	227.35	-0.84
15-Sep-15	230.93	230.89	232.93	229.51	0.02
14-Sep-15	230.89	230.96	233.78	228.41	-0.03
13-Sep-15	230.96	235.77	236.85	228.95	-2.04
12-Sep-15	235.77	240.6	241	235.33	-2.01
11-Sep-15	240.6	239.49	242.87	239.4	0.46
10-Sep-15	239.49	238.95	241.9	237.01	0.23
9-Sep-15	238.95	244.2	245.57	238.5	-2.15
8-Sep-15	244.2	240.85	247.68	240.27	1.39
7-Sep-15	240.85	240.97	243	239.03	-0.05
6-Sep-15	240.97	235.84	246.54	235.5	2.18
5-Sep-15	235.84	230.89	239.71	230.01	2.14
4-Sep-15	230.89	227.25	231.62	227.08	1.6
3-Sep-15	227.25	229.71	229.88	226.24	-1.07
2-Sep-15	229.71	228.24	231.76	226.52	0.64
1-Sep-15	228.24	231.35	232.33	226.57	-1.34
31-Aug-15	231.35	229.99	233.69	225.31	0.59
30-Aug-15	229.99	230.75	233.49	225.76	-0.33
29-Aug-15	230.75	231.83	233.94	227.16	-0.47
28-Aug-15	231.83	225.8	237.31	220.15	2.67
27-Aug-15	225.8	226.12	229.22	224	-0.18
26-Aug-15	226.21	222.66	232.18	220.11	1.59
25-Aug-15	222.66	210.5	227.89	198	5.78
24-Aug-15	210.5	228.1	228.64	208.53	-7.89
23-Aug-15	228.53	230.27	232.88	225.59	-0.76
22-Aug-15	230.27	232.17	234.63	221.97	-0.82
21-Aug-15	232.17	235.54	236.43	230.52	-1.43
20-Aug-15	235.54	226.32	237.81	226.27	4.11
19-Aug-15	226.24	193.96	239.44	193.96	23.62
18-Aug-15	183.01	258.49	258.5	171	-29.2
17-Aug-15	258.49	259.9	262.01	257.5	-0.54
16-Aug-15	259.9	262.2	262.9	256.5	-0.85
15-Aug-15	262.14	266.32	267.76	260.96	-1.48
14-Aug-15	266.09	264.47	268.88	262.15	0.61
13-Aug-15	264.47	267.09	268	263.33	-0.98
12-Aug-15	267.09	271.96	273.75	265.8	-1.79
11-Aug-15	271.96	265.1	271.97	264.81	2.59
10-Aug-15	265.1	265.58	267.68	262.17	-0.18
9-Aug-15	265.58	261.34	267.6	260.73	1.62
8-Aug-15	261.34	280.19	280.31	260.62	-6.7
7-Aug-15	280.12	279.08	281	276.07	0.37
6-Aug-15	279.08	282.61	282.61	278.08	-1.25
5-Aug-15	282.61	285.47	285.94	281.61	-1
4-Aug-15	285.47	281.28	285.94	281.28	1.49
3-Aug-15	281.27	282.44	287	279.7	-0.43
2-Aug-15	282.49	280.31	283.29	276.28	0.77
1-Aug-15	280.33	284.45	284.99	276.54	-1.45
31-Jul-15	284.45	288.21	289.85	282	-1.3
30-Jul-15	288.21	289.92	290.98	285	-0.59
29-Jul-15	289.92	295.23	295.38	286.59	-1.8
28-Jul-15	295.23	294.84	298.89	293.61	0.13
27-Jul-15	294.84	293.01	298.74	286	0.62
26-Jul-15	293.01	289.36	294.5	288.15	1.26
25-Jul-15	289.36	288.6	292.35	286.4	0.26
24-Jul-15	288.6	276.48	289.93	276.02	4.37
23-Jul-15	276.51	277.99	278.44	275.56	-0.53
22-Jul-15	277.99	275.78	278.38	274.5	0.8
21-Jul-15	275.78	280.2	282.08	275.25	-1.62
20-Jul-15	280.31	275.03	280.46	273.5	1.92
19-Jul-15	275.03	277.25	279.18	274.69	-0.8
18-Jul-15	277.25	279.85	283.33	276.12	-0.93
17-Jul-15	279.85	278.94	281.5	272.08	0.33
16-Jul-15	278.93	285.43	294.3	275.24	-2.28
15-Jul-15	285.44	286.87	294.38	283.53	-0.5
14-Jul-15	286.87	292.65	297.13	286.11	-1.98
13-Jul-15	292.65	311.15	312	284.51	-5.94
12-Jul-15	311.12	300.57	316.02	300.5	8.52
10-Jul-15	286.7	269.22	292.66	268.59	6.49
9-Jul-15	269.22	269.97	272.8	267.98	-0.59
8-Jul-15	270.83	269.5	271.4	267.4	2
7-Jul-15	265.51	268.84	268.9	263.34	-3.39
6-Jul-15	274.83	270.1	276.55	268.15	3.63
5-Jul-15	265.2	260.58	265.27	258	1.77
4-Jul-15	260.58	256.09	261.93	253.58	1.77
3-Jul-15	256.05	254.52	256.9	252.11	0.6
2-Jul-15	254.52	258.1	262.58	253	-1.39
1-Jul-15	258.1	262.89	264.78	253.51	-1.82
30-Jun-15	262.89	256.69	268.86	254.72	2.42
29-Jun-15	256.69	248.71	257.7	248.57	3.2
28-Jun-15	248.72	251.61	252.06	247.25	-1.15
27-Jun-15	251.61	243.29	251.77	242.6	3.42
26-Jun-15	243.29	242.05	243.9	240.64	0.51
25-Jun-15	242.05	239.8	242.99	239.5	0.94
24-Jun-15	239.8	244.25	244.25	239.5	-1.82
23-Jun-15	244.25	246.67	247.35	242.33	-0.98
22-Jun-15	246.67	244.25	247.99	243.5	0.99
21-Jun-15	244.25	245.38	245.69	241.09	-0.46
20-Jun-15	245.38	244.58	245.9	240.05	0.33
19-Jun-15	244.58	249.51	252.12	243.73	-1.98
18-Jun-15	249.51	248.95	253.7	243	0.22
17-Jun-15	248.95	252.08	259.1	246.11	-1.24
16-Jun-15	252.08	236.98	253.9	236	6.37
15-Jun-15	236.98	233.54	238.16	233.35	1.47
14-Jun-15	233.54	232.87	235.44	232.51	0.29
13-Jun-15	232.87	229.44	233.5	228.4	1.49
12-Jun-15	229.44	230	231.34	229.12	-0.17
11-Jun-15	229.82	228.6	230.7	228.6	0.53
10-Jun-15	228.6	229.06	229.95	227.5	-0.2
9-Jun-15	229.05	228.76	232.02	227.79	0.13
8-Jun-15	228.76	223.26	230.63	223.26	2.46
7-Jun-15	223.26	225.66	226.67	222.29	-1.06
6-Jun-15	225.65	224.51	226.85	223.9	0.51
5-Jun-15	224.51	223.24	229.23	222.69	0.57
4-Jun-15	223.24	225.11	225.77	222.64	-0.83
3-Jun-15	225.11	224.68	227	222.26	0.19
2-Jun-15	224.68	222	226	220.97	1.21
1-Jun-15	222	228.7	230.89	219.75	-2.93
31-May-15	228.7	232.54	232.69	227.13	-1.65
30-May-15	232.54	236.52	236.73	230.68	-1.68
29-May-15	236.52	236.86	237.16	235.02	-0.14
28-May-15	236.86	236.85	237.5	235.92	0
27-May-15	236.85	237.36	239.3	235.56	-0.21
26-May-15	237.36	237.1	238.5	235.27	0.11
25-May-15	237.1	240.96	241.12	236.1	-1.6
24-May-15	240.95	238.81	242.98	238.55	0.9
23-May-15	238.81	240.97	241.18	237.56	-0.9
22-May-15	240.97	235.27	241.83	234.59	2.42
21-May-15	235.27	234.24	236.49	233.92	0.44
20-May-15	234.24	231.7	235.24	231.56	1.1
19-May-15	231.7	232.82	235.7	231.19	-0.48
18-May-15	232.82	236.15	237.25	229	-1.44
17-May-15	236.22	235.7	238.02	235.62	0.22
16-May-15	235.7	237.3	237.58	234.01	-0.67
15-May-15	237.3	236.68	238.92	233.88	0.26
14-May-15	236.68	235.7	238.2	232.1	0.37
13-May-15	235.8	241.92	245	234.34	-2.47
12-May-15	241.78	242.47	244.39	240.86	-0.28
11-May-15	242.47	240.73	245.49	238.5	0.79
10-May-15	240.57	242.54	245.88	238.83	-0.81
9-May-15	242.54	244.5	249.1	240.1	-0.8
8-May-15	244.5	237.3	248.48	236.2	3.04
7-May-15	237.29	229.27	239.78	227.82	3.5
6-May-15	229.27	235.87	236.75	227.33	-2.8
5-May-15	235.87	238.54	239.45	231.05	-1.12
4-May-15	238.54	240.57	243.6	237	-0.9
3-May-15	240.7	234.81	243.73	235.66	2.51
2-May-15	234.81	231.78	235.79	231.78	1.31
1-May-15	231.78	236.11	239.19	231.31	-1.83
30-Apr-15	236.11	225.23	240.2	224.65	4.83
29-Apr-15	225.23	225.3	227.78	222.67	-0.03
28-Apr-15	225.3	227.13	228.05	222.22	-1.05
27-Apr-15	227.68	219.7	232	218.24	3.63
26-Apr-15	219.7	226.1	221.48	214	-2.83
25-Apr-15	226.1	231.38	232.7	225.78	-2.28
24-Apr-15	231.38	236.01	236.2	228.7	-1.96
23-Apr-15	236.01	234.14	236.98	233	0.8
22-Apr-15	234.14	236.96	238.99	232.42	-0.7
21-Apr-15	235.8	224.21	236.2	224.19	5.17
20-Apr-15	224.21	222.16	227	221.5	0.9
19-Apr-15	222.21	223.08	226.83	222.1	-0.39
18-Apr-15	223.08	222.4	224.16	219.94	0.31
17-Apr-15	222.4	228.47	228.98	219.61	-2.66
16-Apr-15	228.47	223.98	230	223.01	2
15-Apr-15	223.98	220.16	224	219.01	1.72
14-Apr-15	220.19	225	225.75	216.37	-2.14
13-Apr-15	225	236.38	237.7	220.25	-4.81
12-Apr-15	236.38	236.86	238.7	232.82	-0.2
11-Apr-15	236.86	236.12	240	233.76	0.31
10-Apr-15	236.12	243.58	243.74	230.76	-3.06
9-Apr-15	243.58	244.92	246.79	236.52	-0.55
8-Apr-15	244.92	253.7	254.99	243.05	-3.46
7-Apr-15	253.71	255.61	257.9	253.03	-0.74
6-Apr-15	255.61	260.5	262.43	253.72	-1.88
5-Apr-15	260.5	253.6	261.25	251.55	2.72
4-Apr-15	253.6	254.24	255.69	250.39	-0.25
3-Apr-15	254.23	253.23	256.42	250.7	0.39
2-Apr-15	253.23	246.93	254.92	244.55	2.55
1-Apr-15	246.93	244.51	248.53	239.5	1.06
31-Mar-15	244.33	247.93	248.8	242	-1.45
30-Mar-15	247.93	242.74	248.71	246.95	2.26
29-Mar-15	242.44	252.95	250	239.52	-4.15
28-Mar-15	252.95	246.5	255.42	246.5	2.62
27-Mar-15	246.5	249.19	250.45	245.27	-1.08
26-Mar-15	249.19	246.29	254.98	246.28	1.33
25-Mar-15	245.92	246	250	235.7	-0.03
24-Mar-15	246	267.23	268.39	241.5	-7.94
23-Mar-15	267.23	268.82	271.47	262	-0.59
22-Mar-15	268.82	260.47	270.8	259.82	3.21
21-Mar-15	260.47	262.19	262.99	255.52	-0.66
20-Mar-15	262.19	261.98	266.99	259.36	0.13
19-Mar-15	261.86	257.3	267.89	248.07	1.77
18-Mar-15	257.3	285.12	285.24	248.98	-9.8
17-Mar-15	285.25	291.22	292.83	283	-2.05
16-Mar-15	291.22	286.9	295.13	289.32	1.51
15-Mar-15	286.9	282.6	287.78	283.4	1.52
14-Mar-15	282.6	283.23	287.5	281.36	-0.24
13-Mar-15	283.28	295.55	295.9	282.15	-4.15
12-Mar-15	295.56	296.7	298.8	292.37	-0.38
11-Mar-15	296.7	292.64	298.74	291.06	1.37
10-Mar-15	292.7	291	303.8	290	0.57
9-Mar-15	291.03	275.59	295	278.98	5.6
8-Mar-15	275.59	276.97	278.68	272	-0.5
7-Mar-15	276.97	273.36	280	270.58	1.38
